alabama
County	2024 Published ALE Housing Expense for a Family of 1	2024 Published ALE Housing Expense for a Family of 2	2024 Published ALE Housing Expense for a Family of 3	2024 Published ALE Housing Expense for a Family of 4	2024 Published ALE Housing Expense for a Family of 5
Craig County	$1,462	$1,718	$1,810	$2,018	$2,051
Culpeper County	$1,996	$2,344	$2,470	$2,754	$2,799
Cumberland County	$1,492	$1,753	$1,847	$2,059	$2,093
Dickenson County	$1,172	$1,377	$1,451	$1,618	$1,644
Dinwiddie County	$1,578	$1,853	$1,953	$2,178	$2,213
Essex County	$1,491	$1,751	$1,845	$2,057	$2,090
Fairfax County	$3,003	$3,526	$3,716	$4,143	$4,210
Fauquier County	$2,554	$3,000	$3,161	$3,525	$3,581
Floyd County	$1,481	$1,740	$1,833	$2,044	$2,077
Fluvanna County	$1,782	$2,093	$2,206	$2,460	$2,499
Franklin County	$1,470	$1,726	$1,819	$2,028	$2,061
Frederick County	$1,896	$2,226	$2,346	$2,616	$2,658
Giles County	$1,333	$1,566	$1,650	$1,840	$1,869
Gloucester County	$1,732	$2,034	$2,143	$2,389	$2,428
Goochland County	$2,071	$2,432	$2,563	$2,858	$2,904
Grayson County	$1,204	$1,414	$1,490	$1,661	$1,688
Greene County	$1,850	$2,172	$2,289	$2,552	$2,593
Greensville County	$1,258	$1,478	$1,557	$1,736	$1,764
Halifax County	$1,269	$1,491	$1,571	$1,752	$1,780
Hanover County	$1,993	$2,341	$2,467	$2,751	$2,795
Henrico County	$1,856	$2,180	$2,297	$2,561	$2,603
Henry County	$1,189	$1,396	$1,471	$1,640	$1,667
Highland County	$1,349	$1,585	$1,670	$1,862	$1,892
Isle of Wight County	$2,148	$2,522	$2,658	$2,964	$3,012
James City County	$2,082	$2,446	$2,577	$2,873	$2,920
King and Queen County	$1,492	$1,753	$1,847	$2,059	$2,093
King George County	$2,140	$2,514	$2,649	$2,954	$3,001
King William County	$1,681	$1,975	$2,081	$2,320	$2,358
Lancaster County	$1,711	$2,010	$2,118	$2,362	$2,400
Lee County	$1,215	$1,427	$1,504	$1,677	$1,704
Loudoun County	$3,074	$3,610	$3,804	$4,241	$4,310
Louisa County	$1,656	$1,945	$2,049	$2,285	$2,322
Lunenburg County	$1,413	$1,660	$1,749	$1,950	$1,982
Madison County	$1,728	$2,030	$2,139	$2,385	$2,423
Mathews County	$1,837	$2,158	$2,274	$2,536	$2,576
Mecklenburg County	$1,438	$1,689	$1,780	$1,985	$2,017
Middlesex County	$1,574	$1,849	$1,948	$2,172	$2,207
Montgomery County	$1,723	$2,024	$2,133	$2,378	$2,417
Nelson County	$1,574	$1,849	$1,948	$2,172	$2,207
New Kent County	$2,037	$2,392	$2,521	$2,811	$2,856
Northampton County	$1,701	$1,998	$2,105	$2,347	$2,385
Northumberland County	$1,670	$1,962	$2,067	$2,305	$2,342
Nottoway County	$1,462	$1,717	$1,809	$2,017	$2,050
Orange County	$1,858	$2,183	$2,300	$2,565	$2,606
Page County	$1,474	$1,731	$1,824	$2,034	$2,067
Patrick County	$1,319	$1,549	$1,632	$1,820	$1,849
Pittsylvania County	$1,312	$1,541	$1,624	$1,811	$1,840
Powhatan County	$1,991	$2,338	$2,464	$2,747	$2,792
Prince Edward County	$1,424	$1,672	$1,762	$1,965	$1,996
Prince George County	$1,759	$2,066	$2,177	$2,427	$2,467
Prince William County	$2,580	$3,030	$3,193	$3,560	$3,618
Pulaski County	$1,389	$1,631	$1,719	$1,917	$1,948
Rappahannock County	$2,019	$2,372	$2,499	$2,786	$2,831
Richmond County	$1,491	$1,751	$1,845	$2,057	$2,090
Roanoke County	$1,670	$1,962	$2,067	$2,305	$2,342
Rockbridge County	$1,521	$1,787	$1,883	$2,100	$2,133
Rockingham County	$1,652	$1,940	$2,044	$2,279	$2,316
Russell County	$1,193	$1,401	$1,476	$1,646	$1,672
Scott County	$1,314	$1,543	$1,626	$1,813	$1,842
Shenandoah County	$1,589	$1,867	$1,967	$2,193	$2,229
Smyth County	$1,252	$1,471	$1,550	$1,728	$1,756
Southampton County	$1,576	$1,851	$1,950	$2,174	$2,209
Spotsylvania County	$2,048	$2,406	$2,535	$2,827	$2,872
Stafford County	$2,450	$2,877	$3,032	$3,381	$3,435
Surry County	$1,598	$1,877	$1,978	$2,205	$2,241
Sussex County	$1,450	$1,703	$1,794	$2,000	$2,033
Tazewell County	$1,269	$1,491	$1,571	$1,752	$1,780
Warren County	$1,803	$2,118	$2,232	$2,489	$2,529
Washington County	$1,426	$1,675	$1,765	$1,968	$2,000
Westmoreland County	$1,616	$1,898	$2,000	$2,230	$2,266
Wise County	$1,307	$1,535	$1,618	$1,804	$1,833
Wythe County	$1,334	$1,567	$1,651	$1,841	$1,871
York County	$2,201	$2,585	$2,724	$3,037	$3,086
Alexandria city	$3,009	$3,534	$3,724	$4,152	$4,219
Bedford city	$1,571	$1,845	$1,944	$2,168	$2,203
Bristol city	$1,332	$1,565	$1,649	$1,839	$1,868
Buena Vista city	$1,159	$1,362	$1,435	$1,600	$1,626
Charlottesville city	$2,064	$2,425	$2,555	$2,849	$2,895
Chesapeake city	$2,151	$2,526	$2,662	$2,968	$3,016
Colonial Heights city	$1,613	$1,894	$1,996	$2,226	$2,261
Covington city	$1,152	$1,353	$1,426	$1,590	$1,616
Danville city	$1,290	$1,516	$1,597	$1,781	$1,809
Emporia city	$1,586	$1,863	$1,963	$2,189	$2,224
Fairfax city	$3,038	$3,568	$3,760	$4,192	$4,260
Falls Church city	$4,044	$4,750	$5,005	$5,581	$5,671
Franklin city	$1,908	$2,241	$2,361	$2,633	$2,675
Fredericksburg city	$2,319	$2,724	$2,870	$3,200	$3,252
Galax city	$1,266	$1,487	$1,567	$1,747	$1,775
Hampton city	$1,752	$2,057	$2,168	$2,417	$2,456
Harrisonburg city	$1,583	$1,859	$1,959	$2,184	$2,220
Hopewell city	$1,347	$1,582	$1,667	$1,859	$1,889
Lexington city	$1,633	$1,918	$2,021	$2,253	$2,290
Lynchburg city	$1,453	$1,706	$1,798	$2,005	$2,037
Manassas city	$2,343	$2,752	$2,900	$3,234	$3,286
Manassas Park city	$2,284	$2,683	$2,827	$3,152	$3,203
Martinsville city	$1,192	$1,400	$1,475	$1,645	$1,671
Newport News city	$1,786	$2,097	$2,210	$2,464	$2,504
Norfolk city	$1,875	$2,203	$2,321	$2,588	$2,630
Norton city	$1,421	$1,669	$1,759	$1,961	$1,993
Petersburg city	$1,538	$1,807	$1,904	$2,123	$2,157
Poquoson city	$2,395	$2,813	$2,964	$3,305	$3,358
Portsmouth city	$1,753	$2,059	$2,170	$2,420	$2,459
Radford city	$1,559	$1,831	$1,929	$2,151	$2,186
Richmond city	$1,857	$2,181	$2,298	$2,562	$2,604
Roanoke city	$1,374	$1,614	$1,701	$1,897	$1,927
Salem city	$1,690	$1,984	$2,091	$2,331	$2,369
Staunton city	$1,479	$1,737	$1,830	$2,040	$2,073
Suffolk city	$2,104	$2,471	$2,604	$2,903	$2,950
Virginia Beach city	$2,071	$2,432	$2,563	$2,858	$2,904
Waynesboro city	$1,539	$1,808	$1,905	$2,124	$2,158
Williamsburg city	$1,873	$2,200	$2,318	$2,585	$2,626
Winchester city	$1,795	$2,108	$2,221	$2,476	$2,516


washington
County	2024 Published ALE Housing Expense for a Family of 1	2024 Published ALE Housing Expense for a Family of 2	2024 Published ALE Housing Expense for a Family of 3	2024 Published ALE Housing Expense for a Family of 4	2024 Published ALE Housing Expense for a Family of 5
Adams County	$1,636	$1,922	$2,025	$2,258	$2,294
Asotin County	$1,621	$1,904	$2,006	$2,237	$2,273
Benton County	$1,912	$2,245	$2,366	$2,638	$2,681
Chelan County	$1,954	$2,295	$2,418	$2,696	$2,740
Clallam County	$1,883	$2,211	$2,330	$2,598	$2,640
Clark County	$2,172	$2,551	$2,688	$2,997	$3,046
Columbia County	$1,530	$1,796	$1,893	$2,111	$2,145
Cowlitz County	$1,858	$2,182	$2,299	$2,563	$2,605
Douglas County	$1,949	$2,289	$2,412	$2,689	$2,733
Ferry County	$1,475	$1,732	$1,825	$2,035	$2,068
Franklin County	$1,803	$2,118	$2,232	$2,489	$2,529
Garfield County	$1,402	$1,647	$1,735	$1,935	$1,966
Grant County	$1,643	$1,929	$2,033	$2,267	$2,303
Grays Harbor County	$1,710	$2,008	$2,116	$2,359	$2,397
Island County	$2,211	$2,597	$2,737	$3,052	$3,101
Jefferson County	$1,899	$2,230	$2,350	$2,620	$2,663
King County	$2,930	$3,441	$3,626	$4,043	$4,108
Kitsap County	$2,211	$2,596	$2,736	$3,051	$3,100
Kittitas County	$2,121	$2,491	$2,625	$2,927	$2,974
Klickitat County	$1,869	$2,195	$2,313	$2,579	$2,621
Lewis County	$1,806	$2,121	$2,235	$2,492	$2,532
Lincoln County	$1,584	$1,861	$1,961	$2,187	$2,222
Mason County	$1,932	$2,269	$2,391	$2,666	$2,709
Okanogan County	$1,652	$1,941	$2,045	$2,280	$2,317
Pacific County	$1,639	$1,926	$2,029	$2,262	$2,299
Pend Oreille County	$1,663	$1,953	$2,058	$2,295	$2,332
Pierce County	$2,268	$2,664	$2,807	$3,130	$3,180
San Juan County	$2,383	$2,799	$2,949	$3,288	$3,341
Skagit County	$2,178	$2,558	$2,695	$3,005	$3,053
Skamania County	$2,118	$2,487	$2,621	$2,922	$2,970
Snohomish County	$2,502	$2,938	$3,096	$3,452	$3,508
Spokane County	$1,819	$2,136	$2,251	$2,510	$2,550
Stevens County	$1,690	$1,985	$2,092	$2,333	$2,370
Thurston County	$2,157	$2,533	$2,669	$2,976	$3,024
Wahkiakum County	$1,765	$2,074	$2,185	$2,436	$2,476
Walla Walla County	$1,833	$2,152	$2,268	$2,529	$2,570
Whatcom County	$2,136	$2,509	$2,644	$2,948	$2,996
Whitman County	$1,856	$2,180	$2,297	$2,561	$2,603
Yakima County	$1,717	$2,017	$2,125	$2,369	$2,408


west-virginia
County	2024 Published ALE Housing Expense for a Family of 1	2024 Published ALE Housing Expense for a Family of 2	2024 Published ALE Housing Expense for a Family of 3	2024 Published ALE Housing Expense for a Family of 4	2024 Published ALE Housing Expense for a Family of 5
Barbour County	$1,201	$1,410	$1,486	$1,657	$1,684
Berkeley County	$1,594	$1,872	$1,973	$2,200	$2,235
Boone County	$1,307	$1,535	$1,618	$1,804	$1,833
Braxton County	$1,211	$1,423	$1,499	$1,671	$1,698
Brooke County	$1,268	$1,489	$1,569	$1,749	$1,778
Cabell County	$1,350	$1,586	$1,671	$1,863	$1,893
Calhoun County	$1,013	$1,190	$1,254	$1,398	$1,421
Clay County	$1,157	$1,359	$1,432	$1,597	$1,622
Doddridge County	$1,255	$1,474	$1,553	$1,732	$1,760
Fayette County	$1,290	$1,516	$1,597	$1,781	$1,809
Gilmer County	$974	$1,144	$1,205	$1,344	$1,365
Grant County	$1,156	$1,358	$1,431	$1,596	$1,621
Greenbrier County	$1,306	$1,534	$1,616	$1,802	$1,831
Hampshire County	$1,285	$1,509	$1,590	$1,773	$1,801
Hancock County	$1,210	$1,422	$1,498	$1,670	$1,697
Hardy County	$1,369	$1,608	$1,694	$1,889	$1,919
Harrison County	$1,327	$1,558	$1,642	$1,831	$1,860
Jackson County	$1,224	$1,438	$1,515	$1,689	$1,716
Jefferson County	$1,885	$2,214	$2,333	$2,601	$2,643
Kanawha County	$1,349	$1,585	$1,670	$1,862	$1,892
Lewis County	$1,279	$1,502	$1,583	$1,765	$1,794
Lincoln County	$1,210	$1,422	$1,498	$1,670	$1,697
Logan County	$1,186	$1,393	$1,468	$1,637	$1,663
McDowell County	$1,071	$1,258	$1,326	$1,478	$1,502
Marion County	$1,322	$1,553	$1,636	$1,824	$1,854
Marshall County	$1,268	$1,489	$1,569	$1,749	$1,778
Mason County	$1,226	$1,440	$1,517	$1,691	$1,719
Mercer County	$1,274	$1,497	$1,577	$1,758	$1,787
Mineral County	$1,308	$1,536	$1,619	$1,805	$1,834
Mingo County	$1,265	$1,486	$1,566	$1,746	$1,774
Monongalia County	$1,618	$1,900	$2,002	$2,232	$2,268
Monroe County	$1,175	$1,380	$1,454	$1,621	$1,647
Morgan County	$1,442	$1,694	$1,785	$1,990	$2,022
Nicholas County	$1,166	$1,369	$1,443	$1,609	$1,635
Ohio County	$1,329	$1,561	$1,645	$1,834	$1,864
Pendleton County	$1,138	$1,337	$1,409	$1,571	$1,596
Pleasants County	$1,247	$1,464	$1,543	$1,720	$1,748
Pocahontas County	$1,299	$1,526	$1,608	$1,793	$1,822
Preston County	$1,387	$1,628	$1,716	$1,913	$1,944
Putnam County	$1,600	$1,879	$1,980	$2,208	$2,243
Raleigh County	$1,295	$1,521	$1,603	$1,787	$1,816
Randolph County	$1,201	$1,410	$1,486	$1,657	$1,684
Ritchie County	$1,115	$1,310	$1,380	$1,539	$1,564
Roane County	$1,280	$1,503	$1,584	$1,766	$1,795
Summers County	$1,088	$1,277	$1,346	$1,501	$1,525
Taylor County	$1,269	$1,490	$1,570	$1,751	$1,779
Tucker County	$1,238	$1,454	$1,532	$1,708	$1,736
Tyler County	$1,180	$1,386	$1,461	$1,629	$1,655
Upshur County	$1,280	$1,503	$1,584	$1,766	$1,795
Wayne County	$1,307	$1,535	$1,617	$1,803	$1,832
Webster County	$1,138	$1,336	$1,408	$1,570	$1,595
Wetzel County	$1,186	$1,393	$1,468	$1,637	$1,663
Wirt County	$1,080	$1,269	$1,337	$1,491	$1,515
Wood County	$1,236	$1,452	$1,530	$1,706	$1,733
Wyoming County	$1,164	$1,367	$1,440	$1,606	$1,632


wisconsin
County	2024 Published ALE Housing Expense for a Family of 1	2024 Published ALE Housing Expense for a Family of 2	2024 Published ALE Housing Expense for a Family of 3	2024 Published ALE Housing Expense for a Family of 4	2024 Published ALE Housing Expense for a Family of 5
Adams County	$1,429	$1,679	$1,769	$1,972	$2,004
Ashland County	$1,467	$1,722	$1,815	$2,024	$2,056
Barron County	$1,521	$1,786	$1,882	$2,098	$2,132
Bayfield County	$1,572	$1,846	$1,945	$2,169	$2,204
Brown County	$1,637	$1,923	$2,026	$2,259	$2,295
Buffalo County	$1,575	$1,850	$1,949	$2,173	$2,208
Burnett County	$1,428	$1,677	$1,767	$1,970	$2,002
Calumet County	$1,668	$1,959	$2,064	$2,301	$2,339
Chippewa County	$1,601	$1,881	$1,982	$2,210	$2,246
Clark County	$1,441	$1,692	$1,783	$1,988	$2,020
Columbia County	$1,779	$2,090	$2,202	$2,455	$2,495
Crawford County	$1,450	$1,703	$1,795	$2,001	$2,034
Dane County	$2,101	$2,467	$2,600	$2,899	$2,946
Dodge County	$1,603	$1,883	$1,984	$2,212	$2,248
Door County	$1,631	$1,916	$2,019	$2,251	$2,288
Douglas County	$1,523	$1,789	$1,885	$2,102	$2,136
Dunn County	$1,617	$1,899	$2,001	$2,231	$2,267
Eau Claire County	$1,659	$1,948	$2,053	$2,289	$2,326
Florence County	$1,361	$1,599	$1,685	$1,879	$1,909
Fond du Lac County	$1,579	$1,854	$1,954	$2,179	$2,214
Forest County	$1,354	$1,591	$1,676	$1,869	$1,899
Grant County	$1,532	$1,799	$1,896	$2,114	$2,148
Green County	$1,740	$2,043	$2,153	$2,401	$2,439
Green Lake County	$1,510	$1,774	$1,869	$2,084	$2,118
Iowa County	$1,716	$2,016	$2,124	$2,368	$2,406
Iron County	$1,353	$1,589	$1,674	$1,867	$1,897
Jackson County	$1,482	$1,740	$1,834	$2,045	$2,078
Jefferson County	$1,775	$2,085	$2,197	$2,450	$2,489
Juneau County	$1,491	$1,751	$1,845	$2,057	$2,090
Kenosha County	$1,776	$2,086	$2,198	$2,451	$2,490
Kewaunee County	$1,514	$1,778	$1,874	$2,090	$2,123
La Crosse County	$1,706	$2,003	$2,111	$2,354	$2,392
Lafayette County	$1,583	$1,859	$1,959	$2,184	$2,220
Langlade County	$1,295	$1,521	$1,603	$1,787	$1,816
Lincoln County	$1,438	$1,689	$1,780	$1,985	$2,017
Manitowoc County	$1,387	$1,628	$1,716	$1,913	$1,944
Marathon County	$1,547	$1,816	$1,914	$2,134	$2,169
Marinette County	$1,349	$1,585	$1,670	$1,862	$1,892
Marquette County	$1,513	$1,777	$1,873	$2,088	$2,122
Menominee County	$1,431	$1,681	$1,771	$1,975	$2,007
Milwaukee County	$1,726	$2,027	$2,136	$2,382	$2,420
Monroe County	$1,572	$1,847	$1,946	$2,170	$2,205
Oconto County	$1,528	$1,795	$1,891	$2,108	$2,143
Oneida County	$1,525	$1,791	$1,887	$2,104	$2,138
Outagamie County	$1,660	$1,950	$2,055	$2,291	$2,328
Ozaukee County	$2,014	$2,366	$2,493	$2,780	$2,825
Pepin County	$1,559	$1,832	$1,930	$2,152	$2,187
Pierce County	$1,976	$2,320	$2,445	$2,726	$2,770
Polk County	$1,638	$1,924	$2,027	$2,260	$2,297
Portage County	$1,586	$1,863	$1,963	$2,189	$2,224
Price County	$1,367	$1,606	$1,692	$1,887	$1,917
Racine County	$1,725	$2,026	$2,135	$2,381	$2,419
Richland County	$1,429	$1,678	$1,768	$1,971	$2,003
Rock County	$1,577	$1,852	$1,952	$2,176	$2,212
Rusk County	$1,374	$1,614	$1,701	$1,897	$1,927
St. Croix County	$1,968	$2,312	$2,436	$2,716	$2,760
Sauk County	$1,695	$1,991	$2,098	$2,339	$2,377
Sawyer County	$1,426	$1,675	$1,765	$1,968	$2,000
Shawano County	$1,400	$1,645	$1,733	$1,932	$1,963
Sheboygan County	$1,519	$1,784	$1,880	$2,096	$2,130
Taylor County	$1,512	$1,776	$1,871	$2,086	$2,120
Trempealeau County	$1,603	$1,883	$1,984	$2,212	$2,248
Vernon County	$1,552	$1,823	$1,921	$2,142	$2,176
Vilas County	$1,527	$1,794	$1,890	$2,107	$2,141
Walworth County	$1,768	$2,076	$2,188	$2,440	$2,479
Washburn County	$1,434	$1,684	$1,775	$1,979	$2,011
Washington County	$1,922	$2,258	$2,379	$2,653	$2,695
Waukesha County	$2,073	$2,434	$2,565	$2,860	$2,906
Waupaca County	$1,525	$1,791	$1,887	$2,104	$2,138
Waushara County	$1,422	$1,670	$1,760	$1,962	$1,994
Winnebago County	$1,555	$1,827	$1,925	$2,146	$2,181
Wood County	$1,382	$1,624	$1,711	$1,908	$1,939


wyoming
County	2024 Published ALE Housing Expense for a Family of 1	2024 Published ALE Housing Expense for a Family of 2	2024 Published ALE Housing Expense for a Family of 3	2024 Published ALE Housing Expense for a Family of 4	2024 Published ALE Housing Expense for a Family of 5
Albany County	$1,871	$2,198	$2,316	$2,582	$2,624
Big Horn County	$1,454	$1,708	$1,800	$2,007	$2,039
Campbell County	$1,875	$2,203	$2,321	$2,588	$2,630
Carbon County	$1,570	$1,844	$1,943	$2,166	$2,201
Converse County	$1,766	$2,075	$2,186	$2,437	$2,477
Crook County	$1,862	$2,186	$2,304	$2,569	$2,610
Fremont County	$1,672	$1,963	$2,069	$2,307	$2,344
Goshen County	$1,480	$1,739	$1,832	$2,043	$2,076
Hot Springs County	$1,389	$1,631	$1,719	$1,917	$1,948
Johnson County	$1,757	$2,063	$2,174	$2,424	$2,463
Laramie County	$1,841	$2,163	$2,279	$2,541	$2,582
Lincoln County	$1,799	$2,112	$2,226	$2,482	$2,522
Natrona County	$1,717	$2,017	$2,125	$2,369	$2,408
Niobrara County	$1,665	$1,956	$2,061	$2,298	$2,335
Park County	$1,742	$2,046	$2,156	$2,404	$2,443
Platte County	$1,631	$1,915	$2,018	$2,250	$2,286
Sheridan County	$1,896	$2,227	$2,347	$2,617	$2,659
Sublette County	$1,912	$2,245	$2,366	$2,638	$2,681
Sweetwater County	$1,673	$1,964	$2,070	$2,308	$2,345
Teton County	$2,619	$3,076	$3,241	$3,614	$3,672
Uinta County	$1,509	$1,773	$1,868	$2,083	$2,116
Washakie County	$1,441	$1,692	$1,783	$1,988	$2,020
Weston County	$1,592	$1,870	$1,970	$2,197	$2,232


Table data has been extracted and saved as CSV files.
